payment_id,requested_at,organization_id,wallet_id,agent_id,agent_type,flow_type,use_case,counterparty_id,counterparty_type,county,town,rail,amount_kes,fee_kes,status,human_approval_required,risk_score,risk_reason,authorization_latency_ms,policy_version,wallet_balance_before_kes,wallet_balance_after_kes,invoice_id,decision_model
APY0000920,2026-03-04 09:37:53,ORG0130,WAL029,AGT0183,procurement_agent,A2A,Construction contractor,CP0247,School,Nairobi,Industrial Area,M-Pesa PayBill,3872.52,15.69,Completed,False,0.479,new_counterparty,659,4,261604.48,257716.27,INV-75129,rules_engine_only
APY0000921,2026-05-03 10:13:05,ORG0160,WAL044,AGT0156,travel_agent,A2B,Logistics delivery,CP0414,Sacco,Kakamega,Mumias,M-Pesa B2C,2214.39,13.91,Completed,False,0.436,none,1242,1,251751.92,249523.62,,apm-kenya-v2
APY0000922,2026-05-22 21:21:23,ORG0051,WAL008,AGT0133,farm_supply_agent,A2B,Clinic supplies,CP0273,Agent Service,Kajiado,Kitengela,PesaLink,3769.75,31.4,Completed,False,0.328,none,1516,2,35361.96,31560.81,INV-89521,rules_engine_only
APY0000923,2026-07-29 08:58:10,ORG0092,WAL083,AGT0028,procurement_agent,A2C,Freelance data labelling,CP0186,Consumer,Nairobi,Karen,M-Pesa Till,4176.72,12.58,Completed,False,0.049,none,744,2,86353.11,82163.81,INV-17718,apm-kenya-v2
APY0000924,2026-07-26 10:00:28,ORG0084,WAL040,AGT0095,finance_ops_agent,A2A,SME invoice settlement,CP0156,School,Kiambu,Thika,Bank EFT,24956.9,313.06,Completed,False,0.355,none,2631,1,56674.95,31404.99,INV-90461,rules_engine_only
APY0000925,2026-06-03 09:09:03,ORG0107,WAL019,AGT0078,travel_agent,A2C,SME invoice settlement,CP0258,Merchant,Kiambu,Thika,M-Pesa B2C,3055.53,49.87,Completed,False,0.314,none,1420,4,370771.54,367666.14,INV-93628,rules_engine_only
APY0000926,2026-04-13 08:50:24,ORG0034,WAL064,AGT0234,procurement_agent,A2A,Market restocking,CP0390,Sacco,Kajiado,Kiserian,M-Pesa B2C,1735.66,19.38,Failed,False,0.127,unusual_county,459,2,61741.0,61741.0,INV-13998,apm-kenya-v2
APY0000927,2026-01-12 20:42:29,ORG0133,WAL081,AGT0195,procurement_agent,A2B,Freelance data labelling,CP0205,Consumer,Nyeri,Othaya,M-Pesa Till,9869.08,42.59,Completed,False,0.167,none,728,5,16214.88,6303.21,INV-33845,apm-kenya-v1
APY0000928,2026-03-09 01:50:22,ORG0161,WAL043,AGT0069,property_manager_agent,A2B,School fee payment,CP0182,School,Kajiado,Ngong,PesaLink,3673.52,67.55,Completed,True,0.299,none,2342,5,178251.92,174510.85,INV-76670,apm-kenya-v2
APY0000929,2026-05-11 12:56:24,ORG0158,WAL074,AGT0009,property_manager_agent,A2B,School fee payment,CP0008,Consumer,Mombasa,Likoni,Airtel Money,5296.33,60.72,Completed,False,0.011,none,3669,1,93584.43,88227.38,,apm-kenya-v1
APY0000930,2026-07-06 09:33:37,ORG0062,WAL072,AGT0048,travel_agent,A2A,Construction contractor,CP0302,Agent Service,Kajiado,Ngong,M-Pesa B2C,7192.74,96.24,Completed,False,0.33,none,176,4,149778.75,142489.77,INV-17378,apm-kenya-v1
APY0000931,2026-07-29 14:46:14,ORG0043,WAL068,AGT0001,farm_supply_agent,A2B,Construction contractor,CP0368,Clinic,Nairobi,Industrial Area,M-Pesa PayBill,8844.73,92.51,Completed,False,0.249,none,984,1,219243.32,210306.08,INV-30219,apm-kenya-v1
APY0000932,2026-03-04 11:02:27,ORG0148,WAL036,AGT0244,logistics_agent,A2B,Construction contractor,CP0167,Contractor,Meru,Timau,PesaLink,27776.58,255.55,Completed,False,0.031,none,294,1,334070.85,306038.72,INV-93385,apm-kenya-v2
APY0000933,2026-02-21 06:30:20,ORG0114,WAL055,AGT0061,farm_supply_agent,A2A,Clinic supplies,CP0166,School,Meru,Timau,M-Pesa Till,3152.03,20.15,Completed,False,0.331,none,666,5,306639.05,303466.87,INV-43708,apm-kenya-v1
APY0000934,2026-03-27 09:39:26,ORG0010,WAL025,AGT0168,finance_ops_agent,A2B,Clinic supplies,CP0044,Agent Service,Kiambu,Kikuyu,PesaLink,3652.08,51.05,Completed,False,0.113,none,180,2,305854.36,302151.23,INV-46802,apm-kenya-v2
APY0000935,2026-02-07 07:17:48,ORG0057,WAL043,AGT0192,farm_supply_agent,A2B,Freelance data labelling,CP0225,School,Nakuru,Nakuru Town,M-Pesa B2C,2119.39,23.49,Completed,False,0.328,none,634,4,301622.9,299480.02,INV-73697,apm-kenya-v1
APY0000936,2026-01-27 19:20:16,ORG0179,WAL051,AGT0033,procurement_agent,A2B,Freelance data labelling,CP0407,School,Mombasa,Nyali,M-Pesa B2C,2084.32,18.76,Completed,False,0.167,none,866,2,126575.89,124472.81,INV-55747,apm-kenya-v1
APY0000937,2026-04-15 12:40:59,ORG0067,WAL054,AGT0190,marketplace_agent,A2B,Property maintenance,CP0112,Agent Service,Uasin Gishu,Burnt Forest,M-Pesa B2C,2275.2,36.81,Failed,False,0.232,duplicate_request,1044,5,377533.29,377533.29,INV-61829,apm-kenya-v1
APY0000938,2026-01-01 12:39:49,ORG0053,WAL044,AGT0142,finance_ops_agent,A2A,SME invoice settlement,CP0345,School,Kajiado,Ngong,Airtel Money,20155.62,196.16,Completed,False,0.107,none,308,2,49121.0,28769.22,INV-98206,apm-kenya-v1
APY0000939,2026-07-14 09:49:41,ORG0121,WAL069,AGT0173,farm_supply_agent,A2B,Tour booking,CP0337,Agent Service,Mombasa,Mtwapa,M-Pesa PayBill,2372.63,38.83,Completed,False,0.206,none,570,5,202125.39,199713.93,INV-28463,apm-kenya-v2
APY0000940,2026-07-05 00:37:17,ORG0068,WAL079,AGT0135,travel_agent,A2B,Logistics delivery,CP0124,School,Machakos,Athi River,M-Pesa PayBill,1585.37,18.23,Completed,False,0.06,none,938,4,268652.81,267049.21,INV-56189,apm-kenya-v2
APY0000941,2026-04-04 12:32:21,ORG0142,WAL045,AGT0177,marketplace_agent,A2B,Agritech produce purchase,CP0010,Sacco,Kiambu,Thika,Airtel Money,5328.6,18.78,Completed,False,0.155,none,203,5,335256.04,329908.66,INV-73936,apm-kenya-v2
APY0000942,2026-04-03 19:06:41,ORG0025,WAL082,AGT0253,travel_agent,A2B,Construction contractor,CP0131,School,Kiambu,Thika,PesaLink,3595.22,48.81,Completed,False,0.446,none,1454,4,294517.99,290873.96,,apm-kenya-v2
APY0000943,2026-07-26 17:15:18,ORG0027,WAL006,AGT0197,marketplace_agent,A2A,Freelance data labelling,CP0225,School,Nairobi,Upper Hill,M-Pesa PayBill,2977.29,39.96,Completed,True,0.651,limit_exceeded,753,3,302384.82,299367.57,INV-74078,rules_engine_only
APY0000944,2026-05-20 12:38:11,ORG0062,WAL063,AGT0183,travel_agent,A2B,SME invoice settlement,CP0189,School,Nyeri,Othaya,M-Pesa PayBill,11430.55,128.63,Flagged,False,0.291,high_velocity,1003,5,352884.67,352884.67,INV-74100,apm-kenya-v2
APY0000945,2026-01-15 12:08:34,ORG0173,WAL052,AGT0212,marketplace_agent,A2A,Logistics delivery,CP0116,Clinic,Nakuru,Gilgil,M-Pesa B2C,2386.04,12.17,Flagged,True,0.441,new_counterparty,1178,1,132322.81,132322.81,,apm-kenya-v2
APY0000946,2026-03-10 13:01:12,ORG0172,WAL024,AGT0242,farm_supply_agent,A2B,Property maintenance,CP0213,School,Uasin Gishu,Burnt Forest,Bank EFT,3981.28,49.16,Completed,False,0.507,high_velocity,1829,3,102540.99,98510.55,INV-18953,apm-kenya-v2
APY0000947,2026-02-06 18:55:48,ORG0038,WAL073,AGT0157,marketplace_agent,A2C,SME invoice settlement,CP0171,Clinic,Nakuru,Gilgil,M-Pesa B2C,3147.76,46.7,Completed,False,0.578,unusual_county,1336,3,325904.67,322710.21,INV-44616,rules_engine_only
APY0000948,2026-06-11 15:24:58,ORG0114,WAL028,AGT0155,farm_supply_agent,A2B,Clinic supplies,CP0370,Merchant,Kiambu,Ruiru,M-Pesa PayBill,11952.24,89.42,Completed,False,0.057,none,1124,5,177247.4,165205.74,,rules_engine_only
APY0000949,2026-03-13 18:05:16,ORG0147,WAL006,AGT0248,marketplace_agent,A2B,SME invoice settlement,CP0006,Merchant,Kiambu,Ruiru,M-Pesa PayBill,6333.5,111.45,Failed,False,0.219,duplicate_request,1037,5,396639.98,396639.98,INV-70952,apm-kenya-v2
APY0000950,2026-04-07 08:38:23,ORG0012,WAL029,AGT0083,marketplace_agent,A2A,SME invoice settlement,CP0116,Clinic,Nairobi,Industrial Area,Airtel Money,3338.74,21.74,Completed,False,0.18,none,1570,3,355558.8,352198.32,INV-62508,rules_engine_only
APY0000951,2026-03-07 14:29:19,ORG0030,WAL085,AGT0231,travel_agent,A2B,Property maintenance,CP0362,Merchant,Nairobi,Karen,M-Pesa PayBill,3440.83,50.08,Completed,True,0.408,none,899,1,384917.95,381427.04,INV-58989,apm-kenya-v2
APY0000952,2026-05-24 14:12:25,ORG0147,WAL055,AGT0013,finance_ops_agent,A2B,Tour booking,CP0377,Sacco,Kilifi,Malindi,Stablecoin USDC,2811.03,48.83,Completed,False,0.439,none,89,5,372396.68,369536.82,INV-46221,apm-kenya-v1
APY0000953,2026-05-12 01:55:53,ORG0087,WAL040,AGT0112,farm_supply_agent,A2B,Clinic supplies,CP0130,Sacco,Nyeri,Nyeri Town,M-Pesa Till,36775.25,567.34,Completed,False,0.014,none,838,3,157178.9,119836.31,INV-31354,apm-kenya-v2
APY0000954,2026-07-08 06:03:58,ORG0125,WAL011,AGT0017,logistics_agent,A2B,Construction contractor,CP0359,Agent Service,Kajiado,Kitengela,M-Pesa PayBill,3196.81,38.86,Completed,True,0.25,none,777,5,20462.02,17226.35,INV-17468,apm-kenya-v2
APY0000955,2026-05-27 10:08:16,ORG0118,WAL052,AGT0224,farm_supply_agent,A2B,Clinic supplies,CP0238,Merchant,Nyeri,Karatina,M-Pesa B2C,4173.74,50.73,Completed,False,0.155,none,464,1,347611.07,343386.6,INV-39417,apm-kenya-v2
APY0000956,2026-03-21 10:41:53,ORG0128,WAL043,AGT0175,procurement_agent,A2A,Tour booking,CP0136,Clinic,Uasin Gishu,Burnt Forest,Airtel Money,3953.61,12.97,Completed,True,0.26,none,1906,1,397872.5,393905.92,INV-46818,apm-kenya-v2
APY0000957,2026-05-17 18:37:19,ORG0123,WAL039,AGT0054,procurement_agent,A2A,Logistics delivery,CP0212,Merchant,Uasin Gishu,Moi Bridge,Bank EFT,1082.85,34.81,Completed,False,0.029,none,452,4,334462.5,333344.84,,rules_engine_only
APY0000958,2026-05-28 12:19:56,ORG0067,WAL065,AGT0179,travel_agent,A2A,Clinic supplies,CP0351,Agent Service,Kiambu,Kikuyu,M-Pesa PayBill,7655.04,33.89,Completed,False,0.122,none,551,1,158287.98,150599.05,,rules_engine_only
APY0000959,2026-04-08 16:46:38,ORG0145,WAL073,AGT0115,marketplace_agent,A2B,Construction contractor,CP0209,Agent Service,Nairobi,Industrial Area,M-Pesa B2C,3591.23,51.28,Completed,False,0.165,none,1198,5,66282.88,62640.37,INV-68201,apm-kenya-v1
APY0000960,2026-01-18 15:05:03,ORG0158,WAL028,AGT0130,logistics_agent,A2C,SME invoice settlement,CP0302,Agent Service,Nyeri,Nyeri Town,M-Pesa B2C,9093.35,22.91,Completed,False,0.176,none,170,1,372338.79,363222.53,,apm-kenya-v1
APY0000961,2026-07-28 16:01:53,ORG0098,WAL005,AGT0173,logistics_agent,A2B,Agritech produce purchase,CP0136,School,Kajiado,Ngong,PesaLink,4522.51,40.85,Completed,False,0.124,none,1375,4,108985.28,104421.92,,apm-kenya-v1
APY0000962,2026-03-29 09:07:37,ORG0136,WAL071,AGT0204,procurement_agent,A2A,Agritech produce purchase,CP0327,Sacco,Kisumu,Maseno,M-Pesa B2C,2252.96,9.67,Completed,False,0.124,none,999,2,384628.25,382365.62,INV-87344,apm-kenya-v2
APY0000963,2026-02-03 08:15:56,ORG0133,WAL021,AGT0040,logistics_agent,A2B,SME invoice settlement,CP0255,Clinic,Nairobi,Industrial Area,Airtel Money,9845.26,85.02,Completed,False,0.335,none,1129,2,89163.25,79232.97,,apm-kenya-v2
APY0000964,2026-05-26 11:26:11,ORG0038,WAL003,AGT0002,procurement_agent,A2B,Freelance data labelling,CP0349,Sacco,Kisumu,Milimani,M-Pesa PayBill,1904.09,10.95,Completed,False,0.185,none,928,4,72092.25,70177.21,INV-58047,apm-kenya-v1
APY0000965,2026-03-11 06:17:33,ORG0102,WAL030,AGT0175,logistics_agent,A2A,SME invoice settlement,CP0029,Sacco,Nakuru,Naivasha,M-Pesa B2C,11905.21,112.66,Completed,False,0.085,none,463,5,197699.77,185681.9,,apm-kenya-v1
APY0000966,2026-07-26 08:00:36,ORG0159,WAL013,AGT0049,logistics_agent,A2C,Market restocking,CP0325,Merchant,Kakamega,Butere,Bank EFT,4063.92,60.91,Completed,False,0.1,none,1280,1,189518.32,185393.49,INV-75057,rules_engine_only
APY0000967,2026-06-05 21:30:42,ORG0138,WAL044,AGT0166,farm_supply_agent,A2B,SME invoice settlement,CP0324,Merchant,Nairobi,Karen,M-Pesa Till,1253.06,7.28,Completed,False,0.267,none,609,1,364336.17,363075.83,INV-37657,apm-kenya-v1
APY0000968,2026-07-25 14:28:05,ORG0154,WAL045,AGT0122,travel_agent,A2C,Tour booking,CP0041,Merchant,Mombasa,Likoni,M-Pesa PayBill,6668.13,105.01,Completed,False,0.093,none,1798,2,211681.27,204908.13,INV-85380,apm-kenya-v1
APY0000969,2026-07-22 19:46:28,ORG0097,WAL078,AGT0173,marketplace_agent,A2A,Tour booking,CP0186,Clinic,Nairobi,Industrial Area,M-Pesa Till,5779.46,29.25,Completed,False,0.296,none,871,3,195855.64,190046.93,INV-77964,apm-kenya-v1
APY0000970,2026-06-23 15:53:10,ORG0107,WAL062,AGT0086,marketplace_agent,A2B,Logistics delivery,CP0066,Agent Service,Kisumu,Maseno,M-Pesa PayBill,3116.62,21.03,Completed,False,0.039,none,776,2,122313.71,119176.06,INV-44301,apm-kenya-v1
APY0000971,2026-06-02 08:02:14,ORG0126,WAL034,AGT0007,procurement_agent,A2B,SME invoice settlement,CP0169,Sacco,Kiambu,Ruiru,PesaLink,1627.83,45.02,Completed,False,0.087,none,2817,1,174230.63,172557.78,INV-26498,apm-kenya-v1
APY0000972,2026-06-06 17:13:21,ORG0064,WAL046,AGT0087,property_manager_agent,A2B,Agritech produce purchase,CP0305,Agent Service,Kisumu,Maseno,M-Pesa B2C,3892.66,59.73,Completed,False,0.143,none,1391,2,17752.84,13800.45,,apm-kenya-v1
APY0000973,2026-04-30 16:15:25,ORG0067,WAL041,AGT0146,property_manager_agent,A2A,Market restocking,CP0338,Sacco,Mombasa,Nyali,M-Pesa Till,1864.53,5.74,Completed,False,0.136,none,783,2,375952.76,374082.49,INV-91165,apm-kenya-v2
APY0000974,2026-05-07 14:46:45,ORG0045,WAL045,AGT0114,logistics_agent,A2B,Clinic supplies,CP0263,Agent Service,Machakos,Mlolongo,Bank EFT,3798.03,44.18,Completed,False,0.099,none,1923,2,192835.85,188993.64,INV-76970,rules_engine_only
APY0000975,2026-01-26 18:15:01,ORG0138,WAL073,AGT0235,property_manager_agent,A2B,Logistics delivery,CP0192,Merchant,Nyeri,Nyeri Town,Airtel Money,5164.94,25.27,Failed,False,0.197,limit_exceeded,2838,2,84442.19,84442.19,INV-15874,rules_engine_only
APY0000976,2026-03-24 19:25:03,ORG0101,WAL044,AGT0081,logistics_agent,A2B,Property maintenance,CP0157,Clinic,Nairobi,Kilimani,M-Pesa Till,598.32,5,Completed,False,0.387,none,123,3,37770.5,37167.18,,apm-kenya-v2
APY0000977,2026-02-03 10:32:51,ORG0060,WAL056,AGT0068,logistics_agent,A2A,SME invoice settlement,CP0089,Agent Service,Kajiado,Ngong,M-Pesa Till,18287.84,249.95,Completed,False,0.328,none,422,2,383929.05,365391.26,INV-66437,apm-kenya-v2
APY0000978,2026-01-31 16:08:54,ORG0108,WAL084,AGT0040,logistics_agent,A2A,Construction contractor,CP0305,Contractor,Kajiado,Kiserian,Airtel Money,6032.63,12.14,Completed,True,0.261,none,1513,2,183703.11,177658.34,INV-65372,rules_engine_only
APY0000979,2026-01-07 19:32:02,ORG0153,WAL069,AGT0201,travel_agent,A2B,Property maintenance,CP0107,Merchant,Machakos,Mlolongo,M-Pesa B2C,964.5,13.24,Completed,False,0.312,none,953,4,24923.31,23945.57,,apm-kenya-v1
APY0000980,2026-05-23 13:26:32,ORG0001,WAL021,AGT0058,travel_agent,A2A,SME invoice settlement,CP0371,Sacco,Nakuru,Nakuru Town,M-Pesa Till,6117.86,44.94,Completed,False,0.309,none,538,3,258944.23,252781.43,INV-92873,apm-kenya-v2
APY0000981,2026-02-19 12:22:26,ORG0106,WAL027,AGT0134,marketplace_agent,A2B,Property maintenance,CP0237,Agent Service,Mombasa,Mtwapa,Stablecoin USDC,635.0,7.4,Flagged,False,0.372,kyb_pending,114,3,357762.51,357762.51,INV-66987,rules_engine_only
APY0000982,2026-04-08 13:46:26,ORG0113,WAL084,AGT0076,procurement_agent,A2A,Clinic supplies,CP0108,Sacco,Kiambu,Thika,PesaLink,4015.36,65.07,Completed,False,0.209,none,1513,1,239542.8,235462.37,INV-79370,rules_engine_only
APY0000983,2026-03-30 12:48:50,ORG0087,WAL038,AGT0030,logistics_agent,A2A,Tour booking,CP0165,Consumer,Nairobi,Industrial Area,PesaLink,1807.77,35.53,Completed,False,0.244,none,1402,5,19272.28,17428.98,,apm-kenya-v2
APY0000984,2026-05-10 23:46:02,ORG0135,WAL032,AGT0031,procurement_agent,A2C,Logistics delivery,CP0113,Merchant,Uasin Gishu,Burnt Forest,M-Pesa Till,2939.41,17.02,Completed,False,0.087,none,786,5,311254.33,308297.9,INV-39281,apm-kenya-v2
APY0000985,2026-03-22 08:19:39,ORG0116,WAL020,AGT0207,procurement_agent,A2B,Agritech produce purchase,CP0399,Merchant,Nyeri,Nyeri Town,M-Pesa B2C,3904.08,24.77,Completed,False,0.281,none,905,2,137649.49,133720.64,INV-14896,apm-kenya-v2
APY0000986,2026-02-03 09:18:02,ORG0047,WAL015,AGT0250,finance_ops_agent,A2B,SME invoice settlement,CP0112,School,Kiambu,Limuru,M-Pesa B2C,3105.09,8.37,Completed,False,0.161,none,698,3,235854.74,232741.28,,rules_engine_only
APY0000987,2026-05-05 15:02:37,ORG0049,WAL051,AGT0237,property_manager_agent,A2B,Clinic supplies,CP0371,Agent Service,Nakuru,Naivasha,M-Pesa B2C,5906.36,88.55,Completed,False,0.105,none,1086,1,37493.67,31498.76,INV-15446,rules_engine_only
APY0000988,2026-02-27 20:53:53,ORG0117,WAL034,AGT0257,finance_ops_agent,A2B,Market restocking,CP0401,Clinic,Meru,Timau,M-Pesa PayBill,2055.0,8.11,Completed,False,0.062,none,668,1,317302.89,315239.78,,apm-kenya-v1
APY0000989,2026-07-28 14:51:39,ORG0133,WAL009,AGT0054,logistics_agent,A2A,School fee payment,CP0054,Merchant,Nairobi,Upper Hill,Stablecoin USDC,3885.68,26.66,Completed,False,0.204,none,83,3,53237.09,49324.75,,apm-kenya-v1
APY0000990,2026-06-28 16:10:20,ORG0068,WAL014,AGT0200,logistics_agent,A2C,Property maintenance,CP0415,Consumer,Kisumu,Kondele,M-Pesa PayBill,2622.44,22.62,Completed,True,0.246,none,648,4,324823.64,322178.58,INV-29984,apm-kenya-v1
APY0000991,2026-04-28 10:30:38,ORG0023,WAL037,AGT0208,logistics_agent,A2B,Agritech produce purchase,CP0096,Merchant,Mombasa,Nyali,M-Pesa B2C,2732.04,32.89,Completed,False,0.222,none,776,1,328169.94,325405.01,,rules_engine_only
APY0000992,2026-01-05 09:27:48,ORG0074,WAL050,AGT0226,logistics_agent,A2B,SME invoice settlement,CP0011,School,Kajiado,Ngong,PesaLink,10241.77,103.47,Completed,False,0.201,none,3097,4,33958.81,23613.57,INV-49362,apm-kenya-v1
APY0000993,2026-05-24 11:40:40,ORG0124,WAL084,AGT0159,finance_ops_agent,A2B,Construction contractor,CP0161,Contractor,Kisumu,Maseno,M-Pesa PayBill,6926.9,123.38,Reversed,False,0.145,high_velocity,1248,2,233907.58,233907.58,,apm-kenya-v1
APY0000994,2026-01-10 12:06:07,ORG0171,WAL030,AGT0209,travel_agent,A2B,Freelance data labelling,CP0339,Consumer,Nyeri,Nyeri Town,PesaLink,2685.59,24.94,Completed,False,0.086,none,1435,3,212403.31,209692.78,,apm-kenya-v1
APY0000995,2026-02-28 14:06:30,ORG0117,WAL083,AGT0233,property_manager_agent,A2A,Logistics delivery,CP0121,School,Machakos,Athi River,M-Pesa PayBill,4818.66,63.2,Completed,False,0.105,none,757,3,50468.61,45586.75,,apm-kenya-v2
APY0000996,2026-06-27 19:17:32,ORG0071,WAL031,AGT0064,farm_supply_agent,A2B,Logistics delivery,CP0296,Agent Service,Nakuru,Nakuru Town,PesaLink,6082.33,62.24,Completed,False,0.184,none,995,5,88295.7,82151.13,INV-14374,apm-kenya-v1
APY0000997,2026-04-21 00:23:35,ORG0137,WAL076,AGT0008,procurement_agent,A2C,Clinic supplies,CP0356,Consumer,Uasin Gishu,Moi Bridge,M-Pesa Till,2614.8,34.41,Completed,False,0.272,none,335,3,242428.35,239779.14,INV-10642,apm-kenya-v1
APY0000998,2026-03-01 14:15:16,ORG0021,WAL086,AGT0057,travel_agent,A2A,SME invoice settlement,CP0402,Clinic,Uasin Gishu,Moi Bridge,PesaLink,23295.59,424.23,Flagged,False,0.239,limit_exceeded,1530,1,383783.81,383783.81,INV-52821,apm-kenya-v1
APY0000999,2026-04-19 06:04:54,ORG0147,WAL049,AGT0208,marketplace_agent,A2B,Agritech produce purchase,CP0320,Contractor,Kisumu,Milimani,Stablecoin USDC,6984.9,23.12,Completed,True,0.557,mismatched_invoice,135,2,29981.25,22973.23,INV-38580,rules_engine_only
APY0001000,2026-01-19 06:42:16,ORG0049,WAL020,AGT0060,travel_agent,A2A,Tour booking,CP0212,Sacco,Nakuru,Gilgil,Stablecoin USDC,3118.61,13.21,Completed,False,0.064,none,37,4,112101.39,108969.57,INV-65516,apm-kenya-v1
APY0001001,2026-05-10 08:58:40,ORG0117,WAL052,AGT0124,marketplace_agent,A2B,Tour booking,CP0053,School,Kisumu,Milimani,M-Pesa PayBill,1291.71,5,Completed,False,0.128,none,1210,3,78173.9,76877.19,INV-91869,rules_engine_only
APY0001002,2026-05-26 10:55:10,ORG0080,WAL010,AGT0114,procurement_agent,A2B,Freelance data labelling,CP0401,Agent Service,Nyeri,Othaya,M-Pesa PayBill,1906.48,19.68,Completed,False,0.208,none,916,3,388726.38,386800.22,INV-78123,apm-kenya-v1
APY0001003,2026-01-07 10:31:30,ORG0026,WAL074,AGT0137,marketplace_agent,A2B,Clinic supplies,CP0353,Contractor,Nairobi,Upper Hill,M-Pesa Till,16422.16,271.91,Completed,False,0.092,none,636,4,69258.18,52564.11,INV-64061,apm-kenya-v2
APY0001004,2026-02-15 18:25:25,ORG0081,WAL075,AGT0075,logistics_agent,A2B,Clinic supplies,CP0391,Sacco,Machakos,Athi River,M-Pesa Till,4223.85,48.28,Completed,False,0.173,none,1275,4,145040.12,140767.99,INV-21185,apm-kenya-v2
APY0001005,2026-01-19 06:43:13,ORG0140,WAL002,AGT0128,procurement_agent,A2B,Construction contractor,CP0022,Sacco,Kilifi,Kilifi Town,M-Pesa PayBill,20683.01,326.91,Completed,False,0.108,none,781,5,150982.56,129972.64,INV-85764,apm-kenya-v1
APY0001006,2026-02-12 15:40:35,ORG0001,WAL024,AGT0033,finance_ops_agent,A2B,Market restocking,CP0242,Agent Service,Nairobi,Industrial Area,PesaLink,970.7,31.06,Completed,False,0.127,none,1470,1,62156.39,61154.63,INV-28052,apm-kenya-v1
APY0001007,2026-05-20 12:53:43,ORG0009,WAL011,AGT0156,travel_agent,A2B,School fee payment,CP0263,School,Nairobi,Kilimani,PesaLink,1605.65,22.91,Completed,False,0.446,none,1748,3,54781.15,53152.59,INV-26884,apm-kenya-v2
APY0001008,2026-04-20 18:13:44,ORG0144,WAL019,AGT0058,farm_supply_agent,A2B,Tour booking,CP0016,Agent Service,Nairobi,Kilimani,M-Pesa B2C,5833.92,11.93,Flagged,False,0.071,high_velocity,1329,4,347142.83,347142.83,INV-65315,rules_engine_only
APY0001009,2026-07-20 12:24:53,ORG0142,WAL043,AGT0049,marketplace_agent,A2A,Property maintenance,CP0015,Agent Service,Nakuru,Nakuru Town,M-Pesa PayBill,5529.6,35.69,Completed,False,0.183,none,605,3,48942.43,43377.14,INV-64116,apm-kenya-v2
APY0001010,2026-06-27 08:00:37,ORG0035,WAL021,AGT0025,logistics_agent,A2B,Property maintenance,CP0339,School,Nairobi,Westlands,M-Pesa PayBill,8296.09,146.44,Completed,False,0.06,none,410,5,319341.5,310898.97,INV-69772,rules_engine_only
APY0001011,2026-06-15 12:19:15,ORG0082,WAL042,AGT0093,marketplace_agent,A2A,Agritech produce purchase,CP0260,Agent Service,Mombasa,Changamwe,M-Pesa Till,406.09,5.66,Completed,False,0.351,none,1186,5,277471.03,277059.28,INV-33221,apm-kenya-v1
APY0001012,2026-04-13 04:05:28,ORG0095,WAL029,AGT0152,travel_agent,A2C,Property maintenance,CP0360,Sacco,Mombasa,Nyali,M-Pesa PayBill,3691.61,7.8,Failed,False,0.12,new_counterparty,922,3,138105.94,138105.94,INV-33730,rules_engine_only
APY0001013,2026-01-12 10:50:22,ORG0175,WAL042,AGT0200,procurement_agent,A2B,Tour booking,CP0054,School,Kisumu,Kondele,M-Pesa Till,8797.12,156.86,Flagged,False,0.083,duplicate_request,505,5,44227.63,44227.63,,apm-kenya-v2
